league_,season_,team_,player_,nation_,pos_,age_,born_,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,PlayerFBref,fbref_id,tm_id,player_id,marketValue,mv_1yr_ago,mv_6mo_ago,mv_pct_change_1yr,mv_pct_change_6mo,mv_trend_slope,mv_last_diff,mv_std,mv_min,mv_max,mv_peak_age
GER-Bundesliga,2425,Dortmund,Carney Chukwuemeka,ENG,MF,20,2003,10,1,253,2.8,1,0,1,1,0,0,1,0,0.6,0.6,0.9,1.5,15,18,24,0.36,0.0,0.36,0.36,0.36,0.21,0.32,0.54,0.21,0.54,Carney Chukwuemeka,b2f9c73e,659459.0,,18.0,15.0,15.0,0.2,0.2,0.005482776302014714,3.0,6.437461385585866,1.0,18.0,21.0
GER-Bundesliga,2425,Dortmund,Emre Can,GER,"DF,MF",30,1994,31,23,2105,23.4,3,0,3,1,2,2,4,1,2.0,0.4,0.7,1.1,20,116,12,0.13,0.0,0.13,0.04,0.04,0.08,0.03,0.11,0.02,0.05,Emre Can,a65ce836,119296.0,,7.0,40.0,40.0,-0.825,-0.825,-0.00809736409968702,0.0,10.520099048828156,0.15,40.0,25.0
GER-Bundesliga,2425,Dortmund,Felix Nmecha,GER,MF,23,2000,26,19,1509,16.8,4,1,5,4,0,0,3,0,1.3,1.3,1.1,2.4,21,85,27,0.24,0.06,0.3,0.24,0.3,0.08,0.07,0.15,0.08,0.15,Felix Nmecha,091c86e2,406640.0,,28.0,25.0,25.0,0.12,0.12,0.026661726101130302,0.0,11.670154240625957,0.45,28.0,24.0
GER-Bundesliga,2425,Dortmund,Gio Reyna,USA,MF,21,2002,16,3,350,3.9,2,0,2,2,0,0,3,0,0.2,0.2,0.2,0.4,5,22,19,0.51,0.0,0.51,0.51,0.51,0.04,0.06,0.1,0.04,0.1,Gio Reyna,7fa4e703,504215.0,,7.0,42.0,42.0,-0.8333333333333334,-0.8333333333333334,-0.02633073676818147,-3.0,12.041895068555664,6.0,42.0,18.0
GER-Bundesliga,2425,Dortmund,Gregor Kobel,SUI,GK,26,1997,32,32,2880,32.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gregor Kobel,cd59b9df,257814.0,,40.0,40.0,40.0,0.0,0.0,0.016318890817993967,0.0,15.456427465620894,0.025,40.0,26.0
GER-Bundesliga,2425,Dortmund,Julian Brandt,GER,MF,28,1996,30,28,2303,25.6,5,10,15,5,0,0,1,0,4.8,4.8,8.5,13.2,61,149,199,0.2,0.39,0.59,0.2,0.59,0.19,0.33,0.52,0.19,0.52,Julian Brandt,a167537f,187492.0,,25.0,50.0,50.0,-0.5,-0.5,-0.002253402047421337,0.0,14.456979676392866,0.5,50.0,23.0
GER-Bundesliga,2425,Dortmund,Julian Ryerson,NOR,DF,26,1997,29,27,2259,25.1,2,3,5,2,0,0,6,1,0.7,0.7,4.5,5.2,66,92,136,0.08,0.12,0.2,0.08,0.2,0.03,0.18,0.21,0.03,0.21,Julian Ryerson,009a4f60,370789.0,,20.0,20.0,20.0,0.0,0.0,0.016182057616804323,0.0,7.411182027694304,0.2,20.0,26.0
GER-Bundesliga,2425,Dortmund,Julien Duranville,BEL,"FW,MF",18,2006,12,2,283,3.1,0,0,0,0,0,0,3,0,0.2,0.2,0.3,0.6,16,7,33,0.0,0.0,0.0,0.0,0.0,0.08,0.1,0.18,0.08,0.18,Julien Duranville,b06a7ae9,819215.0,,8.5,8.5,8.5,0.0,0.0,0.005712549587702942,0.0,2.921594476602509,1.0,8.5,17.0
GER-Bundesliga,2425,Dortmund,Karim Adeyemi,GER,"FW,MF",22,2002,25,17,1433,15.9,7,6,13,7,0,0,4,0,5.5,5.5,6.0,11.5,68,28,153,0.44,0.38,0.82,0.44,0.82,0.34,0.38,0.72,0.34,0.72,Karim Adeyemi,501055d8,496094.0,,45.0,40.0,40.0,0.125,0.125,0.004279401248675298,5.0,15.284022445196262,1.5,45.0,23.0
GER-Bundesliga,2425,Dortmund,Marcel Sabitzer,AUT,MF,30,1994,26,18,1616,18.0,1,0,1,1,0,0,3,0,1.8,1.8,1.6,3.3,24,97,70,0.06,0.0,0.06,0.06,0.06,0.1,0.09,0.19,0.1,0.19,Marcel Sabitzer,e280527c,106987.0,,8.0,42.0,42.0,-0.8095238095238095,-0.8095238095238095,-0.007809347104102725,-2.0,12.979067956177524,0.1,42.0,26.0
GER-Bundesliga,2425,Dortmund,Maximilian Beier,GER,"FW,MF",21,2002,29,17,1591,17.7,8,5,13,8,0,0,2,0,7.7,7.7,3.3,11.0,24,33,124,0.45,0.28,0.74,0.45,0.74,0.44,0.19,0.62,0.44,0.62,Maximilian Beier,5db45ee5,578392.0,,25.0,30.0,30.0,-0.16666666666666666,-0.16666666666666666,0.02695676721489474,0.0,11.416776870800579,0.3,30.0,21.0
GER-Bundesliga,2425,Dortmund,Nico Schlotterbeck,GER,DF,24,1999,23,23,1982,22.0,0,4,4,0,0,0,7,2,1.3,1.3,2.1,3.4,37,195,14,0.0,0.18,0.18,0.0,0.18,0.06,0.09,0.15,0.06,0.15,Nico Schlotterbeck,34e12499,388198.0,,40.0,40.0,40.0,0.0,0.0,0.007186080580904169,0.0,16.482328854675973,0.075,40.0,23.0
GER-Bundesliga,2425,Dortmund,Ramy Bensebaini,ALG,DF,29,1995,31,23,2022,22.5,1,6,7,1,0,0,6,0,1.3,1.3,3.2,4.5,26,128,58,0.04,0.27,0.31,0.04,0.31,0.06,0.14,0.2,0.06,0.2,Ramy Bensebaini,378825c7,284732.0,,7.0,22.0,22.0,-0.6818181818181818,-0.6818181818181818,-0.011861065796628604,0.0,7.247479948814319,0.5,22.0,25.0
GER-Bundesliga,2425,Dortmund,Serhou Guirassy,GUI,FW,28,1996,30,29,2598,28.9,21,4,25,18,3,4,4,0,22.7,19.6,3.9,23.5,25,43,128,0.73,0.14,0.87,0.62,0.76,0.79,0.14,0.92,0.68,0.81,Serhou Guirassy,923f4dda,270541.0,,45.0,40.0,40.0,0.125,0.125,0.0351630718920267,5.0,14.00876408768339,0.2,45.0,29.0
GER-Bundesliga,2425,Dortmund,Waldemar Anton,GER,DF,28,1996,26,22,1949,21.7,2,2,4,2,0,0,4,0,1.7,1.7,0.8,2.5,32,117,28,0.09,0.09,0.18,0.09,0.18,0.08,0.04,0.11,0.08,0.11,Waldemar Anton,5e66fa06,193004.0,,18.0,20.0,24.0,-0.1,-0.25,0.016492860072405684,0.0,6.670535335838246,0.1,24.0,28.0
GER-Bundesliga,2425,Dortmund,Yan Couto,BRA,"DF,FW",22,2002,21,8,895,9.9,0,0,0,0,0,0,5,0,0.3,0.3,0.9,1.2,46,68,83,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.12,0.03,0.12,Yan Couto,1944818c,627228.0,,20.0,15.0,25.0,0.3333333333333333,-0.2,0.020021782130392955,0.0,7.917794010221793,1.0,25.0,22.0
GER-Bundesliga,2425,Eint Frankfurt,Ansgar Knauff,GER,"MF,DF",22,2002,30,18,1597,17.7,4,5,9,4,0,0,3,0,4.9,4.9,5.2,10.0,53,58,146,0.23,0.28,0.51,0.23,0.51,0.28,0.29,0.57,0.28,0.57,Ansgar Knauff,19a967ab,429874.0,429874.0,15.0,10.0,10.0,0.5,0.5,0.004485378526977223,5.0,4.5836981206814285,0.15,15.0,23.0
GER-Bundesliga,2425,Eint Frankfurt,Arthur Theate,BEL,DF,24,2000,31,31,2704,30.0,0,0,0,0,0,0,6,1,2.4,2.4,1.0,3.4,50,171,24,0.0,0.0,0.0,0.0,0.0,0.08,0.03,0.11,0.08,0.11,Arthur Theate,df8d6029,368891.0,368891.0,24.0,22.0,22.0,0.09090909090909091,0.09090909090909091,0.0053295385593342785,0.0,8.914159499545276,0.15,24.0,24.0
GER-Bundesliga,2425,Eint Frankfurt,Ellyes Skhiri,TUN,MF,29,1995,30,26,2231,24.8,1,2,3,1,0,0,6,0,1.4,1.4,1.4,2.8,17,105,27,0.04,0.08,0.12,0.04,0.12,0.06,0.06,0.11,0.06,0.11,Ellyes Skhiri,c2211709,290587.0,290587.0,7.5,13.0,13.0,-0.4230769230769231,-0.4230769230769231,-0.005109446700617203,-1.5,4.665984195696848,0.15,13.0,26.0
GER-Bundesliga,2425,Eint Frankfurt,Elye Wahi,FRA,"FW,MF",21,2003,8,1,196,2.2,0,0,0,0,0,0,1,0,1.3,1.3,0.1,1.4,6,5,19,0.0,0.0,0.0,0.0,0.0,0.58,0.04,0.62,0.58,0.62,Elye Wahi,0d7b6576,659542.0,659542.0,22.0,40.0,40.0,-0.45,-0.45,0.01642685637263419,-3.0,12.958748653580201,3.0,40.0,20.0
GER-Bundesliga,2425,Eint Frankfurt,Hugo Ekitike,FRA,FW,22,2002,33,31,2563,28.5,15,8,23,14,1,3,1,0,21.6,19.3,6.8,26.0,93,53,215,0.53,0.28,0.81,0.49,0.77,0.76,0.24,0.99,0.68,0.91,Hugo Ekitike,5b92d896,709726.0,709726.0,75.0,28.0,30.0,1.6785714285714286,1.5,0.02976454098751,20.0,20.646722327215592,0.4,75.0,22.0
GER-Bundesliga,2425,Eint Frankfurt,Hugo Larsson,SWE,MF,20,2004,33,28,2393,26.6,3,1,4,3,0,0,2,0,3.1,3.1,2.1,5.2,16,121,33,0.11,0.04,0.15,0.11,0.15,0.12,0.08,0.19,0.12,0.19,Hugo Larsson,00c9a283,931838.0,931838.0,40.0,28.0,28.0,0.42857142857142855,0.42857142857142855,0.03951380577691389,0.0,15.64617454133047,1.5,40.0,20.0
GER-Bundesliga,2425,Eint Frankfurt,Junior Dina Ebimbe,FRA,"MF,FW",23,2000,7,3,293,3.3,0,1,1,0,0,0,0,0,0.9,0.9,0.9,1.8,5,3,27,0.0,0.31,0.31,0.0,0.31,0.26,0.29,0.56,0.26,0.56,Junior Dina Ebimbe,95bb6ddc,536482.0,536482.0,6.0,14.0,14.0,-0.5714285714285714,-0.5714285714285714,0.0006082637423562388,-1.0,3.924124106090428,0.8,14.0,23.0
GER-Bundesliga,2425,Eint Frankfurt,Kevin Trapp,GER,GK,34,1990,26,26,2295,25.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kevin Trapp,ce17b5eb,45672.0,45672.0,2.5,12.0,12.0,-0.7916666666666666,-0.7916666666666666,-0.005618180110711081,-0.5,3.389856911416746,0.05,12.0,25.0
GER-Bundesliga,2425,Eint Frankfurt,Mahmoud Dahoud,GER,MF,28,1996,9,3,364,4.0,1,1,2,1,0,0,2,0,0.5,0.5,0.7,1.2,1,17,6,0.25,0.25,0.49,0.25,0.49,0.13,0.18,0.31,0.13,0.31,Mahmoud Dahoud,db4ed67b,191422.0,191422.0,3.5,18.0,18.0,-0.8055555555555556,-0.8055555555555556,-0.01418284364311351,-1.5,6.299772238113125,0.15,18.0,22.0
GER-Bundesliga,2425,Eint Frankfurt,Michy Batshuayi,BEL,FW,30,1993,10,3,300,3.3,3,0,3,3,0,0,2,0,1.2,1.2,0.0,1.3,3,8,15,0.9,0.0,0.9,0.9,0.9,0.36,0.01,0.38,0.36,0.38,Michy Batshuayi,2973d8ff,179184.0,179184.0,4.0,40.0,40.0,-0.9,-0.9,-0.004065306535733295,-1.0,9.752357141058939,0.05,40.0,24.0
GER-Bundesliga,2425,Eint Frankfurt,Niels Nkounkou,FRA,"DF,MF",23,2000,12,4,382,4.2,0,0,0,0,0,0,1,0,0.2,0.2,1.3,1.5,17,15,21,0.0,0.0,0.0,0.0,0.0,0.04,0.31,0.35,0.04,0.35,Niels Nkounkou,f5b281e7,591193.0,591193.0,3.5,7.5,7.5,-0.5333333333333333,-0.5333333333333333,0.002604602968594854,-1.5,2.1391197566600457,0.5,7.5,22.0
GER-Bundesliga,2425,Eint Frankfurt,Omar Marmoush,EGY,FW,25,1999,17,17,1448,16.1,15,9,24,13,2,2,2,0,8.8,7.3,6.2,13.5,73,50,125,0.93,0.56,1.49,0.81,1.37,0.55,0.39,0.94,0.45,0.84,Omar Marmoush,0e0102eb,445939.0,445939.0,75.0,22.0,40.0,2.409090909090909,0.875,0.0698996552596361,0.0,22.96054025178515,0.025,75.0,26.0
GER-Bundesliga,2425,Eint Frankfurt,Rasmus Kristensen,DEN,DF,27,1997,30,28,2513,27.9,5,3,8,5,0,0,4,0,2.5,2.5,3.1,5.6,51,172,162,0.18,0.11,0.29,0.18,0.29,0.09,0.11,0.2,0.09,0.2,Rasmus Kristensen,39769cff,369684.0,369684.0,14.0,15.0,15.0,-0.06666666666666667,-0.06666666666666667,-0.0034059194537424094,4.0,5.265490334388476,0.4,15.0,24.0
GER-Bundesliga,2425,Eint Frankfurt,Robin Koch,GER,DF,28,1996,30,30,2586,28.7,3,0,3,3,0,0,3,0,1.7,1.7,0.2,2.0,9,93,4,0.1,0.0,0.1,0.1,0.1,0.06,0.01,0.07,0.06,0.07,Robin Koch,ea6bc03a,328784.0,328784.0,18.0,18.0,18.0,0.0,0.0,0.0011338133953883787,0.0,7.741609167350159,0.025,18.0,23.0
GER-Bundesliga,2425,Eint Frankfurt,Timothy Chandler,USA,DF,34,1990,3,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Timothy Chandler,b3b7f5a6,49723.0,49723.0,0.35,5.0,5.0,-0.93,-0.93,-0.0008704897200879866,0.0,1.5376721785689365,0.05,5.0,28.0
GER-Bundesliga,2425,Eint Frankfurt,Tuta,BRA,"DF,MF",25,1999,30,26,2274,25.3,2,1,3,2,0,0,8,0,1.1,1.1,0.3,1.4,11,78,12,0.08,0.04,0.12,0.08,0.12,0.04,0.01,0.06,0.04,0.06,Tuta,35d64857,546213.0,546213.0,15.0,15.0,15.0,0.0,0.0,0.001971935230499668,0.0,5.451112875271193,1.2,15.0,23.0
GER-Bundesliga,2425,Freiburg,Florent Muslija,KVX,"FW,MF",26,1998,9,0,168,1.9,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,5,7,14,0.0,0.0,0.0,0.0,0.0,0.14,0.16,0.3,0.14,0.3,Florent Muslija,ae961785,337036.0,337036.0,1800000.0,,,,,,,,,,
GER-Bundesliga,2425,Freiburg,Jan-Niklas Beste,GER,"FW,MF",25,1999,12,0,212,2.4,0,1,1,0,0,0,0,0,0.9,0.9,0.4,1.3,5,8,20,0.0,0.42,0.42,0.0,0.42,0.38,0.16,0.54,0.38,0.54,Jan-Niklas Beste,57382429,342967.0,342967.0,7000000.0,,,,,,,,,,
GER-Bundesliga,2425,Freiburg,Jordy Makengo,FRA,DF,22,2001,19,7,745,8.3,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,9,15,35,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Jordy Makengo,14b09c41,815078.0,815078.0,6000000.0,,,,,,,,,,
GER-Bundesliga,2425,Freiburg,Junior Adamu,AUT,FW,23,2001,25,19,1545,17.2,2,2,4,2,0,0,5,1,5.5,5.5,2.4,7.9,8,14,84,0.12,0.12,0.23,0.12,0.23,0.32,0.14,0.46,0.32,0.46,Junior Adamu,82e12fe7,452477.0,452477.0,5000000.0,,,,,,,,,,
GER-Bundesliga,2425,Freiburg,Kiliann Sildillia,FRA,DF,22,2002,21,8,801,8.9,2,0,2,2,0,0,2,0,0.5,0.5,0.7,1.1,11,29,34,0.22,0.0,0.22,0.22,0.22,0.05,0.07,0.13,0.05,0.13,Kiliann Sildillia,313254a3,548348.0,548348.0,10.0,18.0,18.0,-0.4444444444444444,-0.4444444444444444,0.008329175509578268,0.0,6.270464116642024,0.025,18.0,21.0
GER-Bundesliga,2425,Freiburg,Matthias Ginter,GER,DF,30,1994,32,28,2561,28.5,2,1,3,2,0,0,5,0,2.8,2.8,0.7,3.5,11,113,16,0.07,0.04,0.11,0.07,0.11,0.1,0.02,0.12,0.1,0.12,Matthias Ginter,f521b80a,124502.0,124502.0,7000000.0,,,,,,,,,,
GER-Bundesliga,2425,Freiburg,Maximilian Eggestein,GER,MF,27,1996,33,33,2845,31.6,2,0,2,2,0,0,4,0,2.0,2.0,1.5,3.5,34,141,41,0.06,0.0,0.06,0.06,0.06,0.06,0.05,0.11,0.06,0.11,Maximilian Eggestein,beb882a8,190284.0,190284.0,10.0,30.0,30.0,-0.6666666666666666,-0.6666666666666666,0.001970286484632305,0.0,8.071185368409745,0.075,30.0,22.0
GER-Bundesliga,2425,Freiburg,Maximilian Philipp,GER,"MF,FW",30,1994,2,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.22,0.22,Maximilian Philipp,061e8e23,143891.0,143891.0,0.8,20.0,20.0,-0.96,-0.96,-0.0032877046676775055,-0.19999999999999996,6.547926769062818,0.025,20.0,23.0
GER-Bundesliga,2425,Freiburg,Michael Gregoritsch,AUT,FW,30,1994,20,5,639,7.1,2,1,3,2,0,0,2,0,1.8,1.8,0.4,2.2,6,19,36,0.28,0.14,0.42,0.28,0.42,0.25,0.06,0.31,0.25,0.31,Michael Gregoritsch,8e235926,120205.0,120205.0,3.0,20.0,20.0,-0.85,-0.85,-0.0005974666257746813,-1.0,5.079774282911367,0.05,20.0,24.0
GER-Bundesliga,2425,Freiburg,Noah Atubolu,GER,GK,22,2002,26,26,2307,25.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Noah Atubolu,dbd1b101,526845.0,526845.0,18.0,10.0,10.0,0.8,0.8,0.014335968336528018,3.0,5.680802571568814,0.025,18.0,23.0
GER-Bundesliga,2425,Freiburg,Patrick Osterhage,GER,MF,24,2000,30,27,2267,25.2,1,0,1,1,0,0,6,1,1.7,1.7,1.4,3.1,26,73,50,0.04,0.0,0.04,0.04,0.04,0.07,0.06,0.12,0.07,0.12,Patrick Osterhage,9662c9ec,443331.0,443331.0,10.0,7.0,7.0,0.42857142857142855,0.42857142857142855,0.008477932283588823,1.5,3.424616766880639,0.2,10.0,25.0
GER-Bundesliga,2425,Freiburg,Philipp Lienhart,AUT,DF,28,1996,32,31,2770,30.8,1,0,1,1,0,0,5,0,0.5,0.5,0.8,1.2,44,138,9,0.03,0.0,0.03,0.03,0.03,0.02,0.02,0.04,0.02,0.04,Philipp Lienhart,302527b2,225657.0,225657.0,12.0,20.0,20.0,-0.4,-0.4,-0.006342787270228195,-3.0,6.9499260328058075,0.8,20.0,26.0
GER-Bundesliga,2425,Freiburg,Ritsu Doan,JPN,"FW,MF",26,1998,34,33,2862,31.8,10,7,17,10,0,0,2,0,6.6,6.6,3.7,10.3,64,130,178,0.31,0.22,0.53,0.31,0.53,0.21,0.12,0.32,0.21,0.32,Ritsu Doan,d01bbb6f,358504.0,358504.0,25.0,18.0,18.0,0.3888888888888889,0.3888888888888889,0.013296487200112624,3.0,7.1273403860248505,0.1,25.0,26.0
GER-Bundesliga,2425,Freiburg,Roland Sallai,HUN,"FW,MF",27,1997,2,0,46,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,3,2,0.0,0.0,0.0,0.0,0.0,0.25,0.16,0.41,0.25,0.41,Roland Sallai,bf075f6b,332798.0,,11.0,16.0,16.0,-0.3125,-0.3125,0.002529953425534185,-2.0,5.503279813863496,0.1,16.0,24.0
GER-Bundesliga,2425,Freiburg,Vincenzo Grifo,ITA,"FW,MF",31,1993,34,31,2432,27.0,8,11,19,8,0,3,2,0,7.9,5.6,6.9,12.5,58,128,147,0.3,0.41,0.7,0.3,0.7,0.29,0.26,0.55,0.21,0.46,Vincenzo Grifo,54e4866f,185077.0,185077.0,6.0,12.0,12.0,-0.5,-0.5,-0.005777727936749336,-1.5,4.2407496714958715,0.025,12.0,28.0
GER-Bundesliga,2425,Gladbach,Fabio Chiarodia,ITA,DF,19,2005,16,3,379,4.2,1,0,1,1,0,0,0,0,0.3,0.3,0.4,0.7,1,10,1,0.24,0.0,0.24,0.24,0.24,0.07,0.1,0.17,0.07,0.17,Fabio Chiarodia,48780156,724104.0,,2.0,2.0,2.0,0.0,0.0,0.001451964788323709,0.0,0.6943650748294136,0.5,2.0,18.0
GER-Bundesliga,2425,Gladbach,Florian Neuhaus,GER,MF,27,1997,18,2,382,4.2,0,1,1,0,0,0,1,0,0.6,0.6,0.3,0.9,10,27,8,0.0,0.24,0.24,0.0,0.24,0.14,0.08,0.22,0.14,0.22,Florian Neuhaus,36a59ba4,278332.0,,3.5,38.0,38.0,-0.9078947368421053,-0.9078947368421053,-0.017191802389272686,0.0,11.365249614923721,0.1,38.0,23.0
GER-Bundesliga,2425,Gladbach,Franck Honorat,FRA,FW,27,1996,19,18,1439,16.0,4,7,11,4,0,0,0,0,4.5,4.5,5.3,9.8,63,45,124,0.25,0.44,0.69,0.25,0.69,0.28,0.33,0.61,0.28,0.61,Franck Honorat,db7849ca,229006.0,,12.0,12.0,12.0,0.0,0.0,0.0024259594404075577,0.0,4.543784574654652,0.15,12.0,27.0
GER-Bundesliga,2425,Gladbach,Grant Ranos,ARM,FW,21,2003,2,0,20,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Grant Ranos,0ee6ea6a,574201.0,,0.8,1.0,1.0,-0.19999999999999996,-0.19999999999999996,0.000930325494294021,-0.19999999999999996,0.39388933664648695,0.125,1.0,19.0
GER-Bundesliga,2425,Gladbach,Joe Scally,USA,DF,21,2002,32,30,2578,28.6,0,0,0,0,0,0,6,0,0.4,0.4,1.1,1.5,52,68,69,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,Joe Scally,236f02cd,504153.0,,10.0,12.0,12.0,-0.16666666666666666,-0.16666666666666666,-1.619167100443554e-05,0.0,4.683334816132624,0.1,12.0,19.0
GER-Bundesliga,2425,Gladbach,Jonas Omlin,SUI,GK,30,1994,12,11,978,10.9,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jonas Omlin,c631f952,247915.0,,2.5,9.0,9.0,-0.7222222222222222,-0.7222222222222222,-0.00535858648563351,0.0,3.077403742296979,0.05,9.0,29.0
GER-Bundesliga,2425,Gladbach,Julian Weigl,GER,MF,28,1995,33,33,2881,32.0,0,2,2,0,0,0,8,0,0.7,0.7,1.1,1.9,11,122,9,0.0,0.06,0.06,0.0,0.06,0.02,0.03,0.06,0.02,0.06,Julian Weigl,346d51d9,196792.0,,6.0,30.0,30.0,-0.8,-0.8,-0.012948898381255264,0.0,9.326090345608595,0.05,30.0,22.0
GER-Bundesliga,2425,Gladbach,Ko Itakura,JPN,DF,27,1997,31,31,2790,31.0,3,0,3,3,0,0,5,0,1.6,1.6,0.8,2.5,23,69,5,0.1,0.0,0.1,0.1,0.1,0.05,0.03,0.08,0.05,0.08,Ko Itakura,97d545ae,355816.0,,12.0,15.0,15.0,-0.2,-0.2,0.005955171548212156,0.0,5.858304154284118,0.05,15.0,26.0
GER-Bundesliga,2425,Gladbach,Luca Netz,GER,DF,21,2003,24,8,969,10.8,0,2,2,0,0,0,2,0,0.2,0.2,1.9,2.1,16,28,55,0.0,0.19,0.19,0.0,0.19,0.02,0.18,0.2,0.02,0.2,Luca Netz,e79269bd,524285.0,,6.0,10.0,10.0,-0.4,-0.4,0.0006291617749780221,-1.0,2.467740583964123,1.0,10.0,20.0
GER-Bundesliga,2425,Gladbach,Lukas Ullrich,GER,DF,20,2004,26,24,1903,21.1,1,2,3,1,0,0,4,0,0.9,0.9,1.8,2.7,31,39,71,0.05,0.09,0.14,0.05,0.14,0.04,0.09,0.13,0.04,0.13,Lukas Ullrich,d646c218,787151.0,,8.0,0.75,0.75,9.666666666666666,9.666666666666666,0.006527949474171486,0.0,3.1071110197237704,0.25,8.0,21.0
GER-Bundesliga,2425,Gladbach,Marvin Friedrich,GER,DF,28,1995,22,9,989,11.0,0,1,1,0,0,0,0,0,0.4,0.4,0.6,1.1,11,36,3,0.0,0.09,0.09,0.0,0.09,0.04,0.06,0.1,0.04,0.1,Marvin Friedrich,b77f44a4,196231.0,,3.5,10.0,10.0,-0.65,-0.65,-0.004301827241948601,0.0,3.0681393488626636,0.1,10.0,25.0
GER-Bundesliga,2425,Gladbach,Moritz Nicolas,GER,GK,26,1997,19,19,1639,18.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Moritz Nicolas,226ddf9d,284270.0,,5.0,2.5,2.5,1.0,1.0,0.004892880876784001,0.0,1.5058047405512665,0.025,5.0,27.0
GER-Bundesliga,2425,Gladbach,Nathan N'Goumou,CMR,FW,24,2000,19,9,828,9.2,2,1,3,2,0,0,0,0,1.9,1.9,1.3,3.2,30,16,85,0.22,0.11,0.33,0.22,0.33,0.2,0.14,0.34,0.2,0.34,Nathan N'Goumou,e110ea4b,629588.0,,4.0,7.0,7.0,-0.42857142857142855,-0.42857142857142855,-0.00016180023991495357,0.0,2.3397757699392416,0.3,7.0,22.0
