league_,season_,team_,player_,nation_,pos_,age_,born_,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,PlayerFBref,fbref_id,tm_id,player_id,marketValue,mv_1yr_ago,mv_6mo_ago,mv_pct_change_1yr,mv_pct_change_6mo,mv_trend_slope,mv_last_diff,mv_std,mv_min,mv_max,mv_peak_age
GER-Bundesliga,2425,Gladbach,Nico Elvedi,SUI,DF,27,1996,25,25,2135,23.7,1,1,2,1,0,0,1,0,2.0,2.0,0.4,2.5,20,55,5,0.04,0.04,0.08,0.04,0.08,0.09,0.02,0.1,0.09,0.1,Nico Elvedi,48035304,192635.0,,8.0,35.0,35.0,-0.7714285714285715,-0.7714285714285715,-0.012265169152644702,0.0,10.910201262884142,0.05,35.0,22.0
GER-Bundesliga,2425,Gladbach,Robin Hack,GER,"FW,MF",25,1998,33,27,2172,24.1,4,7,11,4,0,0,4,0,5.4,5.4,3.6,9.0,51,95,141,0.17,0.29,0.46,0.17,0.46,0.22,0.15,0.38,0.22,0.38,Robin Hack,0174ba21,284010.0,,12.0,8.0,8.0,0.5,0.5,0.009073240792018798,2.0,3.2080062886200964,0.1,12.0,26.0
GER-Bundesliga,2425,Gladbach,Rocco Reitz,GER,MF,22,2002,27,21,1830,20.3,2,1,3,2,0,0,1,0,1.7,1.7,2.1,3.8,18,91,30,0.1,0.05,0.15,0.1,0.15,0.08,0.1,0.19,0.08,0.19,Rocco Reitz,cc971106,467434.0,,15.0,10.0,10.0,0.5,0.5,0.013535333705159974,0.0,5.833652921648357,0.05,15.0,22.0
GER-Bundesliga,2425,Gladbach,Stefan Lainer,AUT,DF,31,1992,21,6,757,8.4,1,0,1,1,0,0,2,0,0.3,0.3,1.0,1.3,25,25,32,0.12,0.0,0.12,0.12,0.12,0.04,0.12,0.15,0.04,0.15,Stefan Lainer,4aea5077,85791.0,,1.2,18.0,18.0,-0.9333333333333333,-0.9333333333333333,-0.0033212156666109524,-0.6000000000000001,5.1709897034129035,0.05,18.0,27.0
GER-Bundesliga,2425,Gladbach,Tim Kleindienst,GER,FW,28,1995,31,31,2737,30.4,16,7,23,15,1,2,5,1,13.6,11.9,6.2,18.0,45,63,145,0.53,0.23,0.76,0.49,0.72,0.45,0.2,0.65,0.39,0.59,Tim Kleindienst,258a6f4d,193033.0,,17.0,6.0,8.0,1.8333333333333333,1.125,0.013945774583044922,0.0,4.296264453868704,0.1,17.0,29.0
GER-Bundesliga,2425,Gladbach,Tobias Sippel,GER,GK,36,1988,1,0,59,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tobias Sippel,0d8a37c2,31653.0,,0.3,3.0,3.0,-0.9,-0.9,-0.00011613026259292225,0.0,0.6517471827663718,0.075,3.0,22.0
GER-Bundesliga,2425,Heidenheim,Adrian Beck,GER,"MF,FW",27,1997,32,18,1598,17.8,4,1,5,4,0,0,1,0,3.3,3.3,1.2,4.5,37,69,83,0.23,0.06,0.28,0.23,0.28,0.18,0.07,0.25,0.18,0.25,Adrian Beck,616c09f5,273669.0,273669.0,2.0,1.5,1.5,0.3333333333333333,0.3333333333333333,0.001752765195026623,0.0,0.685432164011865,0.025,2.0,27.0
GER-Bundesliga,2425,Heidenheim,Benedikt Gimber,GER,DF,27,1997,32,32,2671,29.7,0,0,0,0,0,0,9,0,0.7,0.7,0.3,1.0,7,46,8,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Benedikt Gimber,e5f76710,227084.0,227084.0,3.0,2.8,2.8,0.0714285714285715,0.0714285714285715,0.0017628287226775959,0.0,0.8877337794786865,0.2,3.0,27.0
GER-Bundesliga,2425,Heidenheim,Denis Thomalla,GER,MF,31,1992,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Denis Thomalla,b9ac6e0e,94030.0,,0.45,0.75,0.75,-0.39999999999999997,-0.39999999999999997,-2.701663068592104e-05,-0.14999999999999997,0.17279813483454867,0.2,0.75,22.0
GER-Bundesliga,2425,Heidenheim,Marnon Busch,GER,"DF,MF",29,1994,23,15,1396,15.5,0,1,1,0,0,0,1,0,0.4,0.4,1.1,1.5,22,63,43,0.0,0.06,0.06,0.0,0.06,0.02,0.07,0.1,0.02,0.1,Marnon Busch,c38767ab,117478.0,117478.0,1.2,1.5,1.5,-0.20000000000000004,-0.20000000000000004,-5.3208800393495516e-05,0.0,0.4885682825704826,0.05,1.5,28.0
GER-Bundesliga,2425,Heidenheim,Marvin Pieringer,GER,"FW,MF",24,1999,31,26,2206,24.5,7,4,11,4,3,3,7,0,8.9,6.6,4.0,10.6,23,59,115,0.29,0.16,0.45,0.16,0.33,0.36,0.16,0.53,0.27,0.43,Marvin Pieringer,11407d95,471055.0,471055.0,5.5,3.0,4.5,0.8333333333333334,0.2222222222222222,0.004626363169095927,0.0,1.8669314413057454,0.05,5.5,25.0
GER-Bundesliga,2425,Heidenheim,Mathias Honsak,AUT,"FW,DF",27,1996,22,12,1181,13.1,5,1,6,5,0,0,1,0,3.3,3.3,1.6,4.9,37,29,58,0.38,0.08,0.46,0.38,0.46,0.26,0.12,0.38,0.26,0.38,Mathias Honsak,3dbdbb6a,283497.0,283497.0,2.0,1.5,1.5,0.3333333333333333,0.3333333333333333,0.0008422988864929457,0.5,0.5085347086065511,0.05,2.0,28.0
GER-Bundesliga,2425,Heidenheim,Maximilian Breunig,GER,"FW,MF",23,2000,13,2,350,3.9,2,0,2,1,1,1,0,0,3.4,2.7,0.2,2.9,5,7,13,0.51,0.0,0.51,0.26,0.26,0.89,0.05,0.94,0.68,0.74,Maximilian Breunig,1e37c986,584254.0,584254.0,1.5,0.45,2.0,2.3333333333333335,-0.25,0.0014651955472231321,-0.5,0.592245670486941,0.075,2.0,24.0
GER-Bundesliga,2425,Heidenheim,Mikkel Kaufmann,DEN,FW,23,2001,9,3,372,4.1,0,0,0,0,0,0,2,0,0.5,0.5,0.1,0.6,4,10,21,0.0,0.0,0.0,0.0,0.0,0.13,0.03,0.15,0.13,0.15,Mikkel Kaufmann,6e269dd3,545332.0,,2.0,2.7,2.7,-0.2592592592592593,-0.2592592592592593,0.001951385238541829,0.0,0.8377907748077328,0.075,2.7,22.0
GER-Bundesliga,2425,Heidenheim,Norman Theuerkauf,GER,MF,37,1987,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14,Norman Theuerkauf,0cbf4c54,31599.0,31599.0,0.175,1.5,1.5,-0.8833333333333333,-0.8833333333333333,-0.00012344888565085163,0.0,0.32876337634358144,0.05,1.5,26.0
GER-Bundesliga,2425,Heidenheim,Patrick Mainka,GER,DF,29,1994,34,34,3060,34.0,1,1,2,1,0,0,3,0,1.9,1.9,0.3,2.3,21,102,12,0.03,0.03,0.06,0.03,0.06,0.06,0.01,0.07,0.06,0.07,Patrick Mainka,dd9caa07,133731.0,133731.0,3.0,2.5,3.0,0.2,0.0,0.001342263884889229,0.0,1.0090467795032132,0.05,3.0,29.0
GER-Bundesliga,2425,Heidenheim,Paul Wanner,GER,"MF,FW",18,2005,29,20,1771,19.7,3,2,5,2,1,1,2,0,3.7,2.9,1.3,4.1,28,64,65,0.15,0.1,0.25,0.1,0.2,0.19,0.06,0.25,0.15,0.21,Paul Wanner,cb64672e,900909.0,900909.0,18.0,5.0,15.0,2.6,0.2,0.013548085480623782,0.0,6.664611425623062,0.75,18.0,18.0
GER-Bundesliga,2425,Heidenheim,Stefan Schimmer,GER,"FW,MF",30,1994,13,0,247,2.7,0,0,0,0,0,0,1,0,1.1,1.1,0.3,1.3,0,3,15,0.0,0.0,0.0,0.0,0.0,0.39,0.09,0.48,0.39,0.48,Stefan Schimmer,395bbb60,394033.0,394033.0,0.5,0.5,0.5,0.0,0.0,9.928302952079101e-05,0.0,0.1380074368705504,0.05,0.5,29.0
GER-Bundesliga,2425,Heidenheim,Thomas Keller,GER,"DF,MF",24,1999,6,2,148,1.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Thomas Keller,285c7011,485747.0,485747.0,0.5,0.4,0.4,0.24999999999999994,0.24999999999999994,3.806902443444267e-05,0.2,0.1133545971978303,0.025,0.5,25.0
GER-Bundesliga,2425,Heidenheim,Tim Siersleben,GER,DF,24,2000,16,14,1182,13.1,0,0,0,0,0,0,4,0,0.6,0.6,0.5,1.1,8,31,12,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.08,0.04,0.08,Tim Siersleben,f761c901,337092.0,337092.0,2.0,2.5,2.5,-0.2,-0.2,0.0013253049781859567,0.5,0.8791197657316095,0.125,2.5,23.0
GER-Bundesliga,2425,Hoffenheim,Anton Stach,GER,"MF,DF",25,1998,30,29,2585,28.7,1,2,3,1,0,0,8,0,2.0,2.0,2.2,4.2,33,152,36,0.03,0.07,0.1,0.03,0.1,0.07,0.08,0.15,0.07,0.15,Anton Stach,0f59a7bf,344069.0,344069.0,14.0,15.0,15.0,-0.06666666666666667,-0.06666666666666667,0.001957507588944704,0.0,6.539504185271044,0.025,15.0,23.0
GER-Bundesliga,2425,Hoffenheim,Arthur Chaves,BRA,DF,23,2001,26,24,2185,24.3,1,0,1,1,0,0,8,0,0.8,0.8,0.1,0.9,10,57,13,0.04,0.0,0.04,0.04,0.04,0.03,0.0,0.04,0.03,0.04,Arthur Chaves,913e4711,875332.0,875332.0,5.0,2.0,2.0,1.5,1.5,0.0025246654235607903,2.0,1.4640940641131732,0.05,5.0,24.0
GER-Bundesliga,2425,Hoffenheim,Dennis Geiger,GER,"MF,FW",26,1998,20,7,734,8.2,0,0,0,0,0,0,4,0,0.2,0.2,0.5,0.6,12,37,21,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.08,0.02,0.08,Dennis Geiger,37f606f0,251309.0,251309.0,2.0,13.0,13.0,-0.8461538461538461,-0.8461538461538461,-0.007320983403022391,-1.0,4.253858106997271,0.1,13.0,22.0
GER-Bundesliga,2425,Hoffenheim,Finn Ole Becker,GER,MF,24,2000,13,7,670,7.4,0,1,1,0,0,0,1,0,0.1,0.1,0.3,0.4,3,45,7,0.0,0.13,0.13,0.0,0.13,0.02,0.04,0.05,0.02,0.05,Finn Ole Becker,dd2e62da,334999.0,334999.0,2.0,3.0,3.0,-0.3333333333333333,-0.3333333333333333,3.974656541629503e-05,0.0,0.6847605850394206,0.6,3.0,23.0
GER-Bundesliga,2425,Hoffenheim,Florian Grillitsch,AUT,MF,28,1995,8,8,601,6.7,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.3,4,44,4,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,Florian Grillitsch,ffbbc83b,195736.0,,2.0,25.0,25.0,-0.92,-0.92,-0.009900730031004747,-1.0,8.05460793594465,0.05,25.0,24.0
GER-Bundesliga,2425,Hoffenheim,Gift Orban,NGA,FW,22,2002,13,7,687,7.6,4,0,4,4,0,0,2,0,3.4,3.4,0.2,3.6,8,7,35,0.52,0.0,0.52,0.52,0.52,0.44,0.03,0.47,0.44,0.47,Gift Orban,de17db90,1018259.0,1018259.0,10.0,20.0,20.0,-0.5,-0.5,0.00813062463321122,0.0,6.866156650037715,0.1,20.0,20.0
GER-Bundesliga,2425,Hoffenheim,Ihlas Bebou,TOG,MF,30,1994,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ihlas Bebou,a53b661f,237164.0,237164.0,1.0,16.0,16.0,-0.9375,-0.9375,-0.011893552388915516,-1.7999999999999998,5.439156681253612,0.15,16.0,27.0
GER-Bundesliga,2425,Hoffenheim,Kevin Akpoguma,NGA,DF,29,1995,32,23,2220,24.7,0,0,0,0,0,0,3,0,0.1,0.1,0.3,0.4,14,98,16,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.02,Kevin Akpoguma,6ec6fde0,160241.0,160241.0,2.5,12.0,12.0,-0.7916666666666666,-0.7916666666666666,-0.0030030268170939084,0.0,3.000225481722409,0.1,12.0,23.0
GER-Bundesliga,2425,Hoffenheim,Luca Philipp,GER,GK,23,2000,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Luca Philipp,eb3e717e,432671.0,432671.0,0.75,0.3,0.3,1.5,1.5,0.0003530637676573959,0.0,0.2221780710108341,0.025,0.75,24.0
GER-Bundesliga,2425,Hoffenheim,Oliver Baumann,GER,GK,34,1990,28,28,2520,28.0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,1.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Oliver Baumann,47064058,55089.0,55089.0,3.0,10.0,10.0,-0.7,-0.7,-0.0016463781031037636,0.0,2.6802703606817744,0.05,10.0,28.0
GER-Bundesliga,2425,Hoffenheim,Stanley N'Soki,FRA,DF,25,1999,22,16,1308,14.5,0,0,0,0,0,0,3,1,0.1,0.1,0.4,0.5,10,52,6,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.03,0.01,0.03,Stanley N'Soki,61590953,371141.0,371141.0,2.5,12.0,12.0,-0.7916666666666666,-0.7916666666666666,-0.004755044200868061,0.0,2.7998094232151067,2.5,12.0,20.0
GER-Bundesliga,2425,Hoffenheim,Tim Drexler,GER,DF,19,2005,8,5,357,4.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,2,16,2,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Tim Drexler,0911b4fc,822958.0,,3.0,2.5,4.0,0.2,-0.25,0.008634267871453898,-1.0,1.6848157663871342,0.125,4.0,19.0
GER-Bundesliga,2425,Hoffenheim,Tom Bischof,GER,"MF,FW",19,2005,31,30,2559,28.4,5,2,7,5,0,0,5,0,2.2,2.2,3.6,5.9,47,138,102,0.18,0.07,0.25,0.18,0.25,0.08,0.13,0.21,0.08,0.21,Tom Bischof,07d3bfec,822959.0,822959.0,30.0,3.5,3.5,7.571428571428571,7.571428571428571,0.023426603553099945,5.0,10.353798161237082,0.75,30.0,19.0
GER-Bundesliga,2425,Hoffenheim,Umut Tohumcu,GER,"MF,FW",19,2004,12,3,375,4.2,0,1,1,0,0,0,3,0,0.1,0.1,0.4,0.5,3,13,5,0.0,0.24,0.24,0.0,0.24,0.03,0.09,0.12,0.03,0.12,Umut Tohumcu,e547d3cf,569031.0,569031.0,6.0,7.0,7.0,-0.14285714285714285,-0.14285714285714285,0.007969961794513963,-1.0,2.893863238725086,0.2,7.0,19.0
GER-Bundesliga,2425,Hoffenheim,Valentin Gendrey,FRA,DF,24,2000,22,14,1414,15.7,1,1,2,1,0,0,1,0,1.1,1.1,1.8,2.9,24,49,86,0.06,0.06,0.13,0.06,0.13,0.07,0.12,0.19,0.07,0.19,Valentin Gendrey,822ed0ec,569387.0,569387.0,7.0,4.5,8.5,0.5555555555555556,-0.17647058823529413,0.006257582829660424,-1.5,3.1162937545593934,0.15,8.5,24.0
GER-Bundesliga,2425,Holstein Kiel,Jann-Fiete Arp,GER,"FW,MF",24,2000,23,3,713,7.9,2,0,2,1,1,2,8,1,3.8,2.2,1.0,3.2,14,21,66,0.25,0.0,0.25,0.13,0.13,0.47,0.13,0.6,0.27,0.4,Jann-Fiete Arp,c21fb312,343337.0,,0.8,7.5,7.5,-0.8933333333333333,-0.8933333333333333,0.0003302719105619281,0.0,2.220028449319844,0.3,7.5,17.0
GER-Bundesliga,2425,Holstein Kiel,John Tolkin,USA,"DF,MF",22,2002,11,9,737,8.2,0,2,2,0,0,0,0,0,0.1,0.1,0.7,0.7,6,17,12,0.0,0.24,0.24,0.0,0.24,0.01,0.08,0.09,0.01,0.09,John Tolkin,5e88c524,683812.0,,2.5,4.0,4.0,-0.375,-0.375,0.0006800740227048938,-0.5,1.6284726208699603,0.1,4.0,21.0
GER-Bundesliga,2425,Holstein Kiel,Lewis Holtby,GER,MF,33,1990,25,13,1238,13.8,0,1,1,0,0,0,1,1,0.5,0.5,1.5,2.1,14,47,34,0.0,0.07,0.07,0.0,0.07,0.04,0.11,0.15,0.04,0.15,Lewis Holtby,410ab123,55508.0,,0.5,11.0,11.0,-0.9545454545454546,-0.9545454545454546,-5.861210829366707e-05,0.0,3.297155977737213,0.05,11.0,22.0
GER-Bundesliga,2425,Holstein Kiel,Max Geschwill,GER,DF,23,2001,19,13,1282,14.2,1,2,3,1,0,0,2,0,0.9,0.9,0.8,1.6,6,58,16,0.07,0.14,0.21,0.07,0.21,0.06,0.05,0.12,0.06,0.12,Max Geschwill,0ffda76d,471890.0,,1.5,0.325,1.0,3.6153846153846154,0.5,0.0014155726546649517,0.0,0.5105245363327822,0.025,1.5,23.0
GER-Bundesliga,2425,Holstein Kiel,Patrick Erras,GER,DF,29,1995,10,10,832,9.2,1,0,1,1,0,0,2,0,0.9,0.9,0.1,1.0,3,25,1,0.11,0.0,0.11,0.11,0.11,0.1,0.01,0.11,0.1,0.11,Patrick Erras,e3f6253d,193859.0,,0.8,3.0,3.0,-0.7333333333333334,-0.7333333333333334,0.0003564647898128261,-0.19999999999999996,0.6280647933258038,0.05,3.0,24.0
GER-Bundesliga,2425,Holstein Kiel,Steven Skrzybski,GER,"MF,FW",31,1992,24,15,1323,14.7,6,3,9,5,1,1,0,0,3.5,2.7,2.9,5.6,17,64,71,0.41,0.2,0.61,0.34,0.54,0.24,0.2,0.44,0.19,0.38,Steven Skrzybski,58ce23e5,93827.0,,1.0,3.5,3.5,-0.7142857142857143,-0.7142857142857143,4.88403374369595e-05,0.0,0.9493540515637376,0.05,3.5,25.0
GER-Bundesliga,2425,Holstein Kiel,Timo Becker,GER,DF,27,1997,30,28,2445,27.2,0,2,2,0,0,0,2,0,1.4,1.4,0.8,2.2,28,57,38,0.0,0.07,0.07,0.0,0.07,0.05,0.03,0.08,0.05,0.08,Timo Becker,543ddcaf,282349.0,,1.5,1.5,2.0,0.0,-0.25,0.0013283727114656847,-0.5,0.5887465812604035,0.025,2.0,27.0
GER-Bundesliga,2425,Holstein Kiel,Tymoteusz Puchacz,POL,DF,25,1999,10,5,396,4.4,0,1,1,0,0,0,0,0,0.1,0.1,0.6,0.7,13,8,30,0.0,0.23,0.23,0.0,0.23,0.02,0.14,0.16,0.02,0.16,Tymoteusz Puchacz,c68b1b13,361575.0,,1.5,4.0,4.0,-0.625,-0.625,-0.0004111883341440287,-0.19999999999999996,1.0820547080921314,0.1,4.0,21.0
GER-Bundesliga,2425,Leverkusen,Amine Adli,MAR,"MF,FW",24,2000,20,6,766,8.5,2,0,2,2,0,0,3,0,2.7,2.7,0.7,3.4,37,24,100,0.23,0.0,0.23,0.23,0.23,0.32,0.08,0.4,0.32,0.4,Amine Adli,dcfb17f4,532776.0,,18.0,30.0,30.0,-0.4,-0.4,0.009844523301244969,-4.0,9.718299710582395,0.15,30.0,24.0
GER-Bundesliga,2425,Leverkusen,Edmond Tapsoba,BFA,DF,25,1999,29,29,2507,27.9,0,0,0,0,0,0,4,0,1.1,1.1,0.2,1.3,52,164,17,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Edmond Tapsoba,a73c8f95,564545.0,,35.0,45.0,45.0,-0.2222222222222222,-0.2222222222222222,0.006618137584228609,-5.0,16.289600432517748,0.05,45.0,25.0
GER-Bundesliga,2425,Leverkusen,Exequiel Palacios,ARG,MF,25,1998,24,11,1155,12.8,1,6,7,1,0,0,2,0,1.5,1.5,2.3,3.8,15,97,40,0.08,0.47,0.55,0.08,0.55,0.12,0.18,0.3,0.12,0.3,Exequiel Palacios,e82adcab,401578.0,,40.0,45.0,45.0,-0.1111111111111111,-0.1111111111111111,0.02846512477738307,0.0,13.225918449437406,0.3,45.0,25.0
GER-Bundesliga,2425,Leverkusen,Florian Wirtz,GER,"MF,FW",21,2003,31,25,2351,26.1,10,12,22,8,2,4,3,0,9.4,6.1,7.0,13.1,131,176,309,0.38,0.46,0.84,0.31,0.77,0.36,0.27,0.63,0.23,0.5,Florian Wirtz,e7fcf289,598577.0,,140.0,130.0,130.0,0.07692307692307693,0.07692307692307693,0.07623864467516955,0.0,39.688909330057484,10.0,140.0,21.0
GER-Bundesliga,2425,Leverkusen,Granit Xhaka,SUI,MF,31,1992,33,33,2888,32.1,2,7,9,2,0,0,3,0,0.9,0.9,4.4,5.3,42,318,72,0.06,0.22,0.28,0.06,0.28,0.03,0.14,0.17,0.03,0.17,Granit Xhaka,e61b8aee,111455.0,,12.0,50.0,50.0,-0.76,-0.76,-0.009603953642740337,-5.0,13.488658578836157,0.05,50.0,26.0
GER-Bundesliga,2425,Leverkusen,Jeremie Frimpong,NED,"DF,MF",23,2000,33,25,2314,25.7,5,5,10,5,0,0,4,0,4.1,4.1,4.2,8.3,100,55,272,0.19,0.19,0.39,0.19,0.39,0.16,0.16,0.32,0.16,0.32,Jeremie Frimpong,74f2e748,484547.0,,50.0,50.0,50.0,0.0,0.0,0.030001059449617663,0.0,18.94830147150321,0.1,50.0,23.0
GER-Bundesliga,2425,Leverkusen,Jonathan Tah,GER,DF,28,1996,33,33,2970,33.0,3,0,3,3,0,0,3,0,1.1,1.1,0.4,1.5,15,169,9,0.09,0.0,0.09,0.09,0.09,0.03,0.01,0.05,0.03,0.05,Jonathan Tah,bd142efb,196357.0,196357.0,30.0,40.0,40.0,-0.25,-0.25,0.009046057325075402,0.0,11.009201651727674,0.5,40.0,22.0
GER-Bundesliga,2425,Leverkusen,Mario Hermoso,ESP,DF,29,1995,4,3,293,3.3,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.6,2,20,3,0.0,0.0,0.0,0.0,0.0,0.11,0.06,0.17,0.11,0.17,Mario Hermoso,555f3a0b,281769.0,,7.0,35.0,35.0,-0.8,-0.8,-0.007205938993161988,-3.0,11.174347332459808,0.2,35.0,25.0
GER-Bundesliga,2425,Leverkusen,Martin Terrier,FRA,"MF,FW",27,1997,15,7,584,6.5,2,1,3,2,0,0,1,0,2.4,2.4,0.9,3.3,11,14,35,0.31,0.15,0.46,0.31,0.46,0.38,0.14,0.52,0.38,0.52,Martin Terrier,5148dcc5,442891.0,,17.0,35.0,35.0,-0.5142857142857142,-0.5142857142857142,-0.007917167988760942,0.0,8.868399399279351,0.25,35.0,25.0
GER-Bundesliga,2425,Leverkusen,Matej Kovar,CZE,GK,24,2000,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matej Kovar,bc67a0e1,550829.0,,5.0,7.0,7.0,-0.2857142857142857,-0.2857142857142857,0.006334892390007164,-2.0,2.8016905069921085,0.05,7.0,24.0
GER-Bundesliga,2425,Leverkusen,Nathan Tella,NGA,"MF,FW",25,1999,27,17,1359,15.1,2,4,6,2,0,0,1,0,3.1,3.1,1.5,4.6,38,22,130,0.13,0.26,0.4,0.13,0.4,0.2,0.1,0.31,0.2,0.31,Nathan Tella,f1e94cd6,340322.0,,15.0,23.0,23.0,-0.34782608695652173,-0.34782608695652173,0.015758925481389706,-3.0,9.166120280086389,0.75,23.0,24.0
GER-Bundesliga,2425,Leverkusen,Nordi Mukiele,FRA,DF,26,1997,15,10,899,10.0,1,0,1,1,0,0,4,0,1.4,1.4,1.0,2.4,20,36,28,0.1,0.0,0.1,0.1,0.1,0.14,0.1,0.24,0.14,0.24,Nordi Mukiele,ac73ec79,348026.0,,10.0,25.0,25.0,-0.6,-0.6,-0.011492217981602023,0.0,8.380213434512108,0.1,25.0,22.0
GER-Bundesliga,2425,Leverkusen,Patrik Schick,CZE,FW,28,1996,31,19,1684,18.7,21,0,21,20,1,1,4,0,12.7,11.9,0.6,12.5,7,21,107,1.12,0.0,1.12,1.07,1.07,0.68,0.03,0.71,0.63,0.67,Patrik Schick,5d4f7d61,242086.0,,27.0,50.0,50.0,-0.46,-0.46,-0.01663785629277802,0.0,12.084368068413971,0.2,50.0,26.0
GER-Bundesliga,2425,Leverkusen,Robert Andrich,GER,"MF,DF",29,1994,23,19,1598,17.8,2,2,4,2,0,0,7,0,1.3,1.3,0.3,1.6,8,65,17,0.11,0.11,0.23,0.11,0.23,0.07,0.02,0.09,0.07,0.09,Robert Andrich,e0b113a7,159088.0,,9.0,17.0,17.0,-0.47058823529411764,-0.47058823529411764,5.10706260330194e-05,-6.0,5.494233413903309,0.025,17.0,29.0
GER-Bundesliga,2425,Leverkusen,Victor Boniface,NGA,FW,23,2000,19,12,1008,11.2,8,1,9,8,0,1,2,0,7.8,7.1,1.1,8.1,26,23,61,0.71,0.09,0.8,0.71,0.8,0.7,0.1,0.8,0.63,0.73,Victor Boniface,b146275b,656681.0,,40.0,40.0,45.0,0.0,-0.1111111111111111,0.04587398601070103,-5.0,19.81863995291638,0.05,45.0,23.0
