league_,season_,team_,player_,nation_,pos_,age_,born_,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,PlayerFBref,fbref_id,tm_id,player_id,marketValue,mv_1yr_ago,mv_6mo_ago,mv_pct_change_1yr,mv_pct_change_6mo,mv_trend_slope,mv_last_diff,mv_std,mv_min,mv_max,mv_peak_age
GER-Bundesliga,2425,Stuttgart,Julian Chabot,GER,DF,26,1998,31,27,2269,25.2,3,1,4,3,0,0,11,1,2.0,1.8,0.5,2.4,7,108,5,0.12,0.04,0.16,0.12,0.16,0.08,0.02,0.1,0.07,0.09,Julian Chabot,ae7058f9,303219.0,,12.0,9.0,12.0,0.3333333333333333,0.0,0.011070257656034362,0.0,3.8524642734567793,0.2,12.0,26.0
GER-Bundesliga,2425,Stuttgart,Justin Diehl,GER,"FW,DF",19,2004,6,0,104,1.2,1,0,1,1,0,0,0,0,1.0,1.0,0.1,1.1,5,5,20,0.87,0.0,0.87,0.87,0.87,0.84,0.1,0.94,0.84,0.94,Justin Diehl,d82a310a,720162.0,,3.0,2.5,2.5,0.2,0.2,0.0037668033571072145,-0.5,1.2392393980641052,0.5,3.5,20.0
GER-Bundesliga,2425,Stuttgart,Leonidas Stergiou,SUI,DF,22,2002,12,11,852,9.5,1,2,3,1,0,0,0,1,1.1,1.1,0.9,2.0,11,39,32,0.11,0.21,0.32,0.11,0.32,0.11,0.1,0.21,0.11,0.21,Leonidas Stergiou,08391d76,507345.0,,5.0,7.0,7.0,-0.2857142857142857,-0.2857142857142857,-0.001240889155736326,0.0,1.9753210833565618,0.75,7.0,20.0
GER-Bundesliga,2425,Stuttgart,Nick Woltemade,GER,"FW,MF",22,2002,28,17,1622,18.0,12,2,14,10,2,3,5,1,10.2,8.0,4.6,12.6,31,52,141,0.67,0.11,0.78,0.55,0.67,0.57,0.25,0.82,0.44,0.7,Nick Woltemade,7ca196eb,455661.0,,30.0,4.0,4.0,6.5,6.5,0.021066198741078252,13.0,7.810464440698246,0.325,30.0,23.0
GER-Bundesliga,2425,Stuttgart,Nikolas Nartey,DEN,MF,24,2000,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nikolas Nartey,30261ba1,400546.0,,0.4,1.8,1.8,-0.7777777777777777,-0.7777777777777777,-0.001527976339356473,0.0,0.5523439884518953,0.3,1.8,21.0
GER-Bundesliga,2425,Stuttgart,Pascal Stenzel,GER,DF,28,1996,10,4,290,3.2,0,0,0,0,0,0,0,0,0.3,0.3,0.6,0.9,2,12,16,0.0,0.0,0.0,0.0,0.0,0.1,0.17,0.28,0.1,0.28,Pascal Stenzel,99f7e9aa,195246.0,,2.0,6.5,6.5,-0.6923076923076923,-0.6923076923076923,0.0008498937289268956,-0.5,1.6372478875116283,0.1,6.5,22.0
GER-Bundesliga,2425,Stuttgart,Ramon Hendriks,NED,DF,23,2001,25,10,1154,12.8,0,1,1,0,0,0,3,0,0.6,0.6,1.0,1.6,8,36,22,0.0,0.08,0.08,0.0,0.08,0.04,0.08,0.12,0.04,0.12,Ramon Hendriks,5a28ad23,436064.0,,5.0,1.0,1.0,4.0,4.0,0.0028857011555410007,0.0,1.630038807866707,0.5,5.0,23.0
GER-Bundesliga,2425,Stuttgart,Yannik Keitel,GER,MF,24,2000,11,2,270,3.0,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.6,2,11,3,0.0,0.0,0.0,0.0,0.0,0.18,0.01,0.19,0.18,0.19,Yannik Keitel,d2c580ce,342039.0,,3.5,5.0,5.0,-0.3,-0.3,-0.0003027692554949734,0.0,1.8756072001570705,0.025,5.0,24.0
GER-Bundesliga,2425,Union Berlin,Alexander Schwolow,GER,GK,32,1992,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alexander Schwolow,0d55d942,93763.0,93763.0,0.5,9.0,9.0,-0.9444444444444444,-0.9444444444444444,-0.002192186361143932,-0.19999999999999996,2.8669860941185488,0.025,9.0,27.0
GER-Bundesliga,2425,Union Berlin,Aljoscha Kemlein,GER,MF,19,2004,15,11,922,10.2,1,0,1,1,0,0,3,0,0.9,0.9,0.6,1.5,5,42,19,0.1,0.0,0.1,0.1,0.1,0.09,0.06,0.15,0.09,0.15,Aljoscha Kemlein,4658e309,692737.0,692737.0,7.0,2.0,3.0,2.5,1.3333333333333333,0.007649760862179201,0.0,2.8473985620963873,0.25,7.0,20.0
GER-Bundesliga,2425,Union Berlin,Andrej Ilic,SRB,FW,24,2000,16,11,937,10.4,7,0,7,6,1,1,1,0,4.9,4.1,0.3,4.4,5,13,59,0.67,0.0,0.67,0.58,0.58,0.47,0.03,0.5,0.39,0.42,Andrej Ilic,cd2cb5bb,583699.0,583699.0,4.0,3.0,3.0,0.3333333333333333,0.3333333333333333,0.0025796450915662105,1.5,1.255255618058197,0.15,4.0,25.0
GER-Bundesliga,2425,Union Berlin,Benedict Hollerbach,GER,"FW,MF",23,2001,34,30,2540,28.2,9,1,10,9,0,0,3,0,7.0,7.0,1.6,8.6,103,68,214,0.32,0.04,0.35,0.32,0.35,0.25,0.06,0.31,0.25,0.31,Benedict Hollerbach,2a158218,453870.0,453870.0,12.0,4.0,5.0,2.0,1.4,0.008897095312606079,4.5,3.2875374323771656,0.125,12.0,24.0
GER-Bundesliga,2425,Union Berlin,Christopher Trimmel,AUT,"DF,MF",37,1987,26,20,1740,19.3,0,3,3,0,0,0,5,0,0.2,0.2,2.1,2.3,18,73,45,0.0,0.16,0.16,0.0,0.16,0.01,0.11,0.12,0.01,0.12,Christopher Trimmel,056d2d95,75921.0,75921.0,0.6,1.2,1.2,-0.5,-0.5,-0.0002880468287113109,0.0,0.23157720743415788,0.075,1.2,33.0
GER-Bundesliga,2425,Union Berlin,Danilho Doekhi,NED,DF,26,1998,34,34,3060,34.0,1,1,2,1,0,0,4,0,2.6,2.6,1.4,4.0,13,96,14,0.03,0.03,0.06,0.03,0.06,0.08,0.04,0.12,0.08,0.12,Danilho Doekhi,f67c9d29,387047.0,387047.0,13.0,17.0,17.0,-0.23529411764705882,-0.23529411764705882,0.00923165840587071,0.0,6.4268272369290695,0.05,17.0,24.0
GER-Bundesliga,2425,Union Berlin,Diogo Leite,POR,DF,25,1999,30,29,2546,28.3,1,2,3,1,0,0,3,0,1.4,1.4,1.0,2.4,20,116,16,0.04,0.07,0.11,0.04,0.11,0.05,0.04,0.08,0.05,0.08,Diogo Leite,c4987edc,357156.0,357156.0,17.0,15.0,15.0,0.13333333333333333,0.13333333333333333,0.008819611884039362,0.0,5.302450246670972,0.125,17.0,25.0
GER-Bundesliga,2425,Union Berlin,Janik Haberer,GER,"MF,DF",30,1994,28,21,1696,18.8,0,0,0,0,0,0,1,0,0.7,0.7,0.8,1.6,13,59,22,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.08,0.04,0.08,Janik Haberer,70dcf94d,177779.0,177779.0,2.5,10.0,10.0,-0.75,-0.75,-0.0028063178668651734,0.0,3.0508086067598885,0.025,10.0,25.0
GER-Bundesliga,2425,Union Berlin,Jeong Woo-yeong,KOR,"MF,FW",24,1999,23,17,1263,14.0,3,2,5,3,0,0,2,0,2.8,2.8,1.7,4.4,32,63,93,0.21,0.14,0.36,0.21,0.36,0.2,0.12,0.31,0.2,0.31,Jeong Woo-yeong,6190474d,297583.0,297583.0,4.0,5.5,5.5,-0.2727272727272727,-0.2727272727272727,-0.0013554262399814434,0.0,1.5330436892718924,0.125,5.5,22.0
GER-Bundesliga,2425,Union Berlin,Jordan Pefok,USA,FW,28,1996,18,10,908,10.1,0,1,1,0,0,0,2,0,3.2,3.2,0.9,4.1,3,12,40,0.0,0.1,0.1,0.0,0.1,0.32,0.09,0.4,0.32,0.4,Jordan Pefok,b684a484,355369.0,,3.0,10.0,10.0,-0.7,-0.7,-0.00441893626311006,0.0,2.801743504796017,0.25,10.0,26.0
GER-Bundesliga,2425,Union Berlin,Kevin Vogt,GER,DF,32,1991,18,16,1367,15.2,1,0,1,0,1,1,6,0,0.8,0.0,0.0,0.0,11,70,2,0.07,0.0,0.07,0.0,0.0,0.05,0.0,0.05,0.0,0.0,Kevin Vogt,1d8e9add,84435.0,84435.0,1.0,17.0,17.0,-0.9411764705882353,-0.9411764705882353,-0.0021352016522700724,-1.0,4.543306092714956,0.1,17.0,27.0
GER-Bundesliga,2425,Union Berlin,Kevin Volland,GER,"FW,MF",32,1992,4,0,61,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.08,Kevin Volland,64f69877,82009.0,82009.0,0.7,35.0,35.0,-0.9799999999999999,-0.9799999999999999,-0.016729744743414203,-1.1,10.800153708255786,0.1,35.0,27.0
GER-Bundesliga,2425,Union Berlin,Lucas Tousart,FRA,MF,27,1997,15,6,561,6.2,0,1,1,0,0,0,2,0,0.4,0.4,0.5,0.8,4,18,13,0.0,0.16,0.16,0.0,0.16,0.06,0.07,0.14,0.06,0.14,Lucas Tousart,71ec39ef,353948.0,353948.0,2.5,25.0,25.0,-0.9,-0.9,-0.006740667669824381,-1.5,7.626335211398314,0.15,25.0,20.0
GER-Bundesliga,2425,Union Berlin,Rani Khedira,GER,MF,30,1994,32,31,2723,30.3,1,1,2,1,0,0,7,0,1.4,1.4,0.6,2.1,12,80,34,0.03,0.03,0.07,0.03,0.07,0.05,0.02,0.07,0.05,0.07,Rani Khedira,59e4b92e,124410.0,124410.0,2.5,10.0,10.0,-0.75,-0.75,-0.004896706134364483,-0.5,3.348570572176625,0.1,10.0,25.0
GER-Bundesliga,2425,Union Berlin,Robert Skov,DEN,"DF,MF",28,1996,15,11,852,9.5,2,2,4,1,1,1,1,0,1.7,0.9,2.4,3.3,25,36,45,0.21,0.21,0.42,0.11,0.32,0.18,0.25,0.43,0.1,0.35,Robert Skov,ff98492b,270393.0,270393.0,4.0,14.0,14.0,-0.7142857142857143,-0.7142857142857143,-0.0046113802947730055,0.0,4.53077086326208,0.05,14.0,24.0
GER-Bundesliga,2425,Union Berlin,Robin Gosens,GER,DF,30,1994,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.2,1,4,5,0.0,0.0,0.0,0.0,0.0,0.02,0.13,0.15,0.02,0.15,Robin Gosens,2d970560,273132.0,273132.0,8.0,35.0,35.0,-0.7714285714285715,-0.7714285714285715,-0.018272407653322113,0.0,11.821026585717076,0.1,35.0,26.0
GER-Bundesliga,2425,Union Berlin,Tim Skarke,GER,"FW,MF",27,1996,33,11,1164,12.9,0,2,2,0,0,0,1,0,2.1,2.1,1.2,3.3,26,25,96,0.0,0.15,0.15,0.0,0.15,0.16,0.09,0.25,0.16,0.25,Tim Skarke,65857fdf,287920.0,287920.0,2.0,3.0,3.0,-0.3333333333333333,-0.3333333333333333,0.0016681730480982305,-0.5,0.9401387330806149,0.1,3.0,27.0
GER-Bundesliga,2425,Union Berlin,Tom Rothe,GER,"DF,MF",19,2004,26,19,1670,18.6,3,3,6,3,0,0,4,1,1.8,1.8,1.3,3.1,25,50,91,0.16,0.16,0.32,0.16,0.32,0.1,0.07,0.17,0.1,0.17,Tom Rothe,90c1f9a4,798043.0,798043.0,10.0,6.0,8.0,0.6666666666666666,0.25,0.009063566294192865,0.0,3.632071646380953,1.2,12.0,20.0
GER-Bundesliga,2425,Union Berlin,Yorbe Vertessen,BEL,"MF,FW",23,2001,17,7,718,8.0,1,0,1,1,0,0,2,0,1.3,1.3,1.6,2.9,18,16,42,0.13,0.0,0.13,0.13,0.13,0.16,0.2,0.36,0.16,0.36,Yorbe Vertessen,e8ef59da,409517.0,,6.0,5.0,5.0,0.2,0.2,0.0015146954187852488,0.0,2.1804487193344073,0.1,6.0,23.0
GER-Bundesliga,2425,Werder Bremen,Amos Pieper,GER,DF,26,1998,23,16,1498,16.6,0,0,0,0,0,0,3,0,0.4,0.4,0.6,1.0,11,62,3,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.06,0.03,0.06,Amos Pieper,526ea7cc,334221.0,,3.5,7.0,7.0,-0.5,-0.5,-0.0024267266917897433,0.5,2.436864025147131,0.05,7.0,23.0
GER-Bundesliga,2425,Werder Bremen,Anthony Jung,GER,DF,32,1991,28,20,1898,21.1,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,20,121,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Anthony Jung,de838f86,58995.0,,1.0,1.5,1.5,-0.3333333333333333,-0.3333333333333333,-0.00017714853730199285,0.0,0.3672172175272897,0.05,1.5,31.0
GER-Bundesliga,2425,Werder Bremen,Felix Agu,NGA,DF,24,1999,22,21,1751,19.5,3,0,3,3,0,0,1,0,1.4,1.4,1.8,3.2,33,43,105,0.15,0.0,0.15,0.15,0.15,0.07,0.09,0.17,0.07,0.17,Felix Agu,cb6d81b3,393512.0,,8.0,4.0,6.0,1.0,0.3333333333333333,0.005633375468271512,2.0,2.0337680880251723,0.075,8.0,25.0
GER-Bundesliga,2425,Werder Bremen,Jens Stage,DEN,MF,27,1996,28,26,2204,24.5,10,5,15,10,0,0,10,0,7.2,7.2,2.8,10.0,28,104,89,0.41,0.2,0.61,0.41,0.61,0.29,0.12,0.41,0.29,0.41,Jens Stage,1fffae99,289835.0,,14.0,7.5,9.0,0.8666666666666667,0.5555555555555556,0.009155484166635558,2.0,3.682073517003073,0.05,14.0,28.0
GER-Bundesliga,2425,Werder Bremen,Justin Njinmah,GER,"FW,MF",23,2000,26,10,952,10.6,3,2,5,3,0,0,1,0,3.7,3.7,1.6,5.2,33,23,103,0.28,0.19,0.47,0.28,0.47,0.35,0.15,0.49,0.35,0.49,Justin Njinmah,a45241d5,596153.0,,7.0,9.0,9.0,-0.2222222222222222,-0.2222222222222222,0.008307215018213698,0.0,3.545716982237676,0.025,9.0,23.0
GER-Bundesliga,2425,Werder Bremen,Keke Maximilian Topp,GER,"FW,MF",20,2004,19,1,252,2.8,2,2,4,2,0,0,1,0,1.0,1.0,2.0,3.0,10,9,27,0.71,0.71,1.43,0.71,1.43,0.35,0.72,1.08,0.35,1.08,Keke Maximilian Topp,ebb32f3a,701757.0,,4.0,1.5,4.0,1.6666666666666667,0.0,0.005671032168350429,0.0,1.6403396860755048,0.5,4.0,20.0
GER-Bundesliga,2425,Werder Bremen,Leonardo Bittencourt,GER,MF,30,1993,27,10,982,10.9,2,1,3,2,0,0,3,0,1.6,1.6,1.6,3.2,19,64,38,0.18,0.09,0.27,0.18,0.27,0.15,0.14,0.29,0.15,0.29,Leonardo Bittencourt,dc62fbee,93844.0,,1.5,7.0,7.0,-0.7857142857142857,-0.7857142857142857,-0.0017117338682574531,-0.5,2.006149422202066,0.075,7.0,24.0
GER-Bundesliga,2425,Werder Bremen,Marco Friedl,AUT,DF,26,1998,26,25,2161,24.0,0,0,0,0,0,0,10,2,0.5,0.5,0.2,0.7,4,69,1,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Marco Friedl,f86ad3f5,156990.0,,12.0,7.5,7.5,0.6,0.6,0.005438618755256829,2.0,3.0663721789634324,0.1,12.0,27.0
GER-Bundesliga,2425,Werder Bremen,Marvin Ducksch,GER,FW,30,1994,32,30,2418,26.9,8,8,16,7,1,2,3,0,10.1,8.5,8.5,17.0,26,86,166,0.3,0.3,0.6,0.26,0.56,0.38,0.31,0.69,0.32,0.63,Marvin Ducksch,638a4d71,125103.0,,6.0,9.0,9.0,-0.3333333333333333,-0.3333333333333333,0.003125398964796046,-1.5,2.823285716120224,0.15,9.0,29.0
GER-Bundesliga,2425,Werder Bremen,Michael Zetterer,GER,GK,29,1995,34,34,3060,34.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Michael Zetterer,9b688ae1,196813.0,,4.5,3.0,4.0,0.5,0.125,0.004513807605990329,0.0,1.3324339724749181,0.05,4.5,29.0
GER-Bundesliga,2425,Werder Bremen,Mitchell Weiser,GER,"DF,MF",30,1994,32,32,2868,31.9,5,9,14,5,0,0,9,1,5.4,5.4,4.7,10.1,65,125,200,0.16,0.28,0.44,0.16,0.44,0.17,0.15,0.32,0.17,0.32,Mitchell Weiser,30c220c3,119211.0,,5.0,14.0,14.0,-0.6428571428571429,-0.6428571428571429,0.002903024176434729,0.0,4.174779039665457,0.2,14.0,25.0
GER-Bundesliga,2425,Werder Bremen,Niklas Stark,GER,DF,29,1995,26,25,2106,23.4,0,1,1,0,0,0,6,1,1.1,1.1,0.1,1.2,7,62,3,0.0,0.04,0.04,0.0,0.04,0.05,0.0,0.05,0.05,0.05,Niklas Stark,aad48be9,162434.0,,4.0,20.0,20.0,-0.8,-0.8,-0.0014704182265118497,-1.0,6.019268671968826,0.15,20.0,23.0
GER-Bundesliga,2425,Werder Bremen,Oliver Burke,SCO,FW,27,1997,25,9,908,10.1,5,0,5,5,0,0,4,0,4.1,4.1,1.7,5.8,22,15,88,0.5,0.0,0.5,0.5,0.5,0.41,0.17,0.57,0.41,0.57,Oliver Burke,f631c17f,341317.0,,3.0,12.0,12.0,-0.75,-0.75,-0.0018776670507391253,1.2,3.547758230423609,0.1,12.0,20.0
GER-Bundesliga,2425,Werder Bremen,Olivier Deman,BEL,DF,24,2000,9,0,67,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.15,Olivier Deman,13210854,621802.0,,3.0,6.0,6.0,-0.5,-0.5,0.0025372317953035136,0.0,1.8921713717314297,0.05,6.0,23.0
GER-Bundesliga,2425,Werder Bremen,Romano Schmid,AUT,MF,24,2000,32,32,2834,31.5,5,4,9,4,1,1,4,0,4.3,3.5,6.2,9.7,107,279,201,0.16,0.13,0.29,0.13,0.25,0.14,0.2,0.33,0.11,0.31,Romano Schmid,220ace7e,346853.0,,17.0,10.0,13.0,0.7,0.3076923076923077,0.013080430569547144,2.0,4.86697639599068,0.1,17.0,25.0
GER-Bundesliga,2425,Werder Bremen,Senne Lynen,BEL,MF,25,1999,32,32,2733,30.4,0,1,1,0,0,0,9,0,1.1,1.1,0.6,1.7,9,91,28,0.0,0.03,0.03,0.0,0.03,0.04,0.02,0.06,0.04,0.06,Senne Lynen,0ed60738,338668.0,,9.0,7.0,7.0,0.2857142857142857,0.2857142857142857,0.007054042608682084,0.0,3.065237372057639,0.025,9.0,25.0
GER-Bundesliga,2425,Werder Bremen,Skelly Alvero,FRA,MF,22,2002,12,1,236,2.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,8,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Skelly Alvero,add37c13,855134.0,,2.5,4.0,4.0,-0.375,-0.375,0.00218456013653192,-0.5,1.40988573217044,0.2,4.0,21.0
GER-Bundesliga,2425,Wolfsburg,Andreas Skov Olsen,DEN,"FW,MF",24,1999,12,4,535,5.9,1,1,2,1,0,0,0,0,0.8,0.8,1.9,2.7,22,22,48,0.17,0.17,0.34,0.17,0.34,0.14,0.32,0.46,0.14,0.46,Andreas Skov Olsen,c50cee19,432982.0,,14.0,20.0,20.0,-0.3,-0.3,0.0024516682765331043,-2.0,6.189681313436481,0.05,20.0,22.0
GER-Bundesliga,2425,Wolfsburg,Aster Vranckx,BEL,MF,21,2002,14,6,556,6.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,5,20,6,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Aster Vranckx,f86cd5df,503881.0,,7.0,12.0,12.0,-0.4166666666666667,-0.4166666666666667,-0.0002547371641418706,-2.0,3.791381809234176,0.15,12.0,21.0
GER-Bundesliga,2425,Wolfsburg,Denis Vavro,SVK,DF,28,1996,29,27,2461,27.3,2,0,2,2,0,0,4,0,1.4,1.4,0.2,1.6,9,96,3,0.07,0.0,0.07,0.07,0.07,0.05,0.01,0.06,0.05,0.06,Denis Vavro,08990838,239962.0,,7.0,8.0,8.0,-0.125,-0.125,0.0038207104251661832,0.0,2.687408174880157,0.075,8.0,23.0
GER-Bundesliga,2425,Wolfsburg,Jonas Wind,DEN,"FW,MF",25,1999,31,21,1966,21.8,9,3,12,8,1,2,2,0,5.7,4.0,4.2,8.1,17,100,94,0.41,0.14,0.55,0.37,0.5,0.26,0.19,0.45,0.18,0.37,Jonas Wind,2077ae86,391004.0,,12.0,25.0,25.0,-0.52,-0.52,0.0016228104613979172,-3.0,7.682378646400259,0.05,25.0,24.0
GER-Bundesliga,2425,Wolfsburg,Kamil Grabara,POL,GK,25,1999,29,29,2585,28.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamil Grabara,62182b1d,346551.0,,14.0,11.0,14.0,0.2727272727272727,0.0,0.011058911869942487,0.0,4.721166356389688,0.1,14.0,25.0
GER-Bundesliga,2425,Wolfsburg,Kevin Behrens,GER,FW,33,1991,18,0,170,1.9,1,0,1,1,0,0,2,0,2.3,2.3,0.1,2.4,2,4,18,0.53,0.0,0.53,0.53,0.53,1.24,0.06,1.3,1.24,1.3,Kevin Behrens,30ae134d,117432.0,,1.0,4.0,4.0,-0.75,-0.75,0.00045170310866176743,-0.5,0.9858546032658608,0.05,4.0,32.0
GER-Bundesliga,2425,Wolfsburg,Kevin Paredes,USA,DF,21,2003,2,2,123,1.4,0,1,1,0,0,0,1,0,0.4,0.4,0.1,0.4,1,7,12,0.0,0.73,0.73,0.0,0.73,0.27,0.05,0.32,0.27,0.32,Kevin Paredes,5c50fdbc,711517.0,,7.5,7.5,7.5,0.0,0.0,0.0028845162048642178,0.0,2.875153284653952,0.05,7.5,21.0
GER-Bundesliga,2425,Wolfsburg,Kilian Fischer,GER,DF,23,2000,32,29,2297,25.5,1,0,1,1,0,0,7,0,0.3,0.3,0.5,0.8,51,110,89,0.04,0.0,0.04,0.04,0.04,0.01,0.02,0.03,0.01,0.03,Kilian Fischer,79f7302a,435796.0,,6.0,2.0,2.5,2.0,1.4,0.003552458604724645,0.0,1.9274220423059052,0.05,6.0,24.0
GER-Bundesliga,2425,Wolfsburg,Lovro Majer,CRO,MF,26,1998,9,3,304,3.4,2,1,3,1,1,1,1,0,1.4,0.6,1.1,1.7,8,17,10,0.59,0.3,0.89,0.3,0.59,0.41,0.31,0.72,0.18,0.49,Lovro Majer,fc46aab1,387106.0,,17.0,27.0,27.0,-0.37037037037037035,-0.37037037037037035,-0.000491933989225358,-3.0,9.250819854704217,0.15,27.0,25.0
GER-Bundesliga,2425,Wolfsburg,Lukas Nmecha,GER,"FW,MF",25,1998,19,3,467,5.2,3,0,3,3,0,0,1,0,4.5,4.5,0.3,4.8,8,6,32,0.58,0.0,0.58,0.58,0.58,0.87,0.05,0.92,0.87,0.92,Lukas Nmecha,0cc5f4a5,314288.0,,3.0,18.0,18.0,-0.8333333333333334,-0.8333333333333334,-0.015477692764958553,0.0,5.836911183472188,0.5,18.0,23.0
GER-Bundesliga,2425,Wolfsburg,Mads Roerslev,DEN,DF,25,1999,7,2,298,3.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7,13,18,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Mads Roerslev,57c94db2,391005.0,,6.0,10.0,10.0,-0.4,-0.4,0.006037938857683943,-2.0,3.852353651337162,0.15,12.0,25.0
GER-Bundesliga,2425,Wolfsburg,Mattias Svanberg,SWE,MF,25,1999,20,14,1219,13.5,3,1,4,3,0,0,4,0,3.6,3.6,1.7,5.4,11,36,39,0.22,0.07,0.3,0.22,0.3,0.27,0.13,0.4,0.27,0.4,Mattias Svanberg,92d83c27,342405.0,,12.0,18.0,18.0,-0.3333333333333333,-0.3333333333333333,-0.003871430612409698,0.0,6.343927542671549,0.075,18.0,24.0
GER-Bundesliga,2425,Wolfsburg,Maximilian Arnold,GER,MF,30,1994,28,27,2356,26.2,3,5,8,3,0,0,7,1,0.9,0.9,3.5,4.3,9,128,16,0.11,0.19,0.31,0.11,0.31,0.03,0.13,0.17,0.03,0.17,Maximilian Arnold,86e119e0,117674.0,,5.0,19.0,19.0,-0.7368421052631579,-0.7368421052631579,-0.012208370014464556,-2.0,6.261268629318251,0.15,19.0,26.0
GER-Bundesliga,2425,Wolfsburg,Patrick Wimmer,AUT,"MF,FW",23,2001,29,22,1770,19.7,3,4,7,3,0,0,5,1,3.7,3.7,2.9,6.7,46,91,75,0.15,0.2,0.36,0.15,0.36,0.19,0.15,0.34,0.19,0.34,Patrick Wimmer,cb11b429,533295.0,,15.0,18.0,18.0,-0.16666666666666666,-0.16666666666666666,0.005713941195721538,0.0,6.597548564339905,0.1,18.0,22.0
GER-Bundesliga,2425,Wolfsburg,Sebastiaan Bornauw,BEL,DF,25,1999,15,8,788,8.8,2,1,3,2,0,0,2,0,1.2,1.2,0.5,1.7,3,21,1,0.23,0.11,0.34,0.23,0.34,0.14,0.06,0.2,0.14,0.2,Sebastiaan Bornauw,01834aa0,338629.0,,6.0,14.0,14.0,-0.5714285714285714,-0.5714285714285714,-0.0031345352913021056,-1.0,3.9501235664819645,0.6,14.0,22.0
GER-Bundesliga,2425,Wolfsburg,Yannick Gerhardt,GER,"MF,DF",30,1994,29,15,1518,16.9,1,1,2,1,0,0,5,1,1.2,1.2,0.2,1.4,27,57,63,0.06,0.06,0.12,0.06,0.12,0.07,0.01,0.08,0.07,0.08,Yannick Gerhardt,62ab9184,119277.0,,2.5,12.0,12.0,-0.7916666666666666,-0.7916666666666666,-0.003199196157074397,-0.5,2.966151984986477,0.075,12.0,22.0
